year;month;mean_daymean_temp;mean_daymax_temp;mean_daymin_temp
1857;1;-1,00;NA;NA
1857;2;0,20;NA;NA
1857;3;3,50;NA;NA
1857;4;7,40;NA;NA
1857;5;13,20;NA;NA
1857;6;17,00;NA;NA
1857;7;18,30;NA;NA
1857;8;19,00;NA;NA
1857;9;15,30;NA;NA
1857;10;11,20;NA;NA
1857;11;3,50;NA;NA
1857;12;2,60;NA;NA
1858;1;-2,30;NA;NA
1858;2;-2,40;NA;NA
1858;3;1,60;NA;NA
1858;4;7,00;NA;NA
1858;5;11,20;NA;NA
1858;6;19,10;NA;NA
1858;7;16,80;NA;NA
1858;8;17,00;NA;NA
1858;9;15,10;NA;NA
1858;10;9,00;NA;NA
1858;11;-1,40;NA;NA
1858;12;1,70;NA;NA
1859;1;1,60;NA;NA
1859;2;3,40;NA;NA
1859;3;6,80;NA;NA
1859;4;7,50;NA;NA
1859;5;12,80;NA;NA
1859;6;17,60;NA;NA
1859;7;19,80;NA;NA
1859;8;18,10;NA;NA
1859;9;13,80;NA;NA
1859;10;10,10;NA;NA
1859;11;2,80;NA;NA
1859;12;-1,20;NA;NA
1860;1;2,60;NA;NA
1860;2;-1,30;NA;NA
1860;3;2,00;NA;NA
1860;4;7,00;NA;NA
1860;5;13,20;NA;NA
1860;6;16,00;NA;NA
1860;7;15,60;NA;NA
1860;8;15,50;NA;NA
1860;9;12,80;NA;NA
1860;10;8,20;NA;NA
1860;11;1,20;NA;NA
1860;12;-1,40;NA;NA
1861;1;-5,50;NA;NA
1861;2;4,20;NA;NA
1861;3;5,60;NA;NA
1861;4;6,20;NA;NA
1861;5;10,70;NA;NA
1861;6;17,90;NA;NA
1861;7;17,70;NA;NA
1861;8;17,40;NA;NA
1861;9;13,30;NA;NA
1861;10;9,80;NA;NA
1861;11;5,00;NA;NA
1861;12;1,40;NA;NA
1862;1;-0,70;NA;NA
1862;2;1,40;NA;NA
1862;3;6,40;NA;NA
1862;4;10,10;NA;NA
1862;5;15,80;NA;NA
1862;6;15,30;NA;NA
1862;7;16,50;NA;NA
1862;8;16,00;NA;NA
1862;9;13,50;NA;NA
1862;10;10,80;NA;NA
1862;11;3,70;NA;NA
1862;12;2,00;NA;NA
1863;1;3,50;NA;NA
1863;2;3,00;NA;NA
1863;3;5,10;NA;NA
1863;4;8,10;NA;NA
1863;5;12,60;NA;NA
1863;6;15,40;NA;NA
1863;7;15,50;NA;NA
1863;8;17,70;NA;NA
1863;9;12,90;NA;NA
1863;10;11,00;NA;NA
1863;11;3,90;NA;NA
1863;12;3,60;NA;NA
1864;1;-5,00;NA;NA
1864;2;-0,40;NA;NA
1864;3;4,60;NA;NA
1864;4;6,00;NA;NA
1864;5;10,50;NA;NA
1864;6;15,40;NA;NA
1864;7;16,00;NA;NA
1864;8;14,00;NA;NA
1864;9;13,20;NA;NA
1864;10;8,10;NA;NA
1864;11;2,60;NA;NA
1864;12;-2,60;NA;NA
1865;1;0,60;NA;NA
1865;2;-4,40;NA;NA
1865;3;-0,60;NA;NA
1865;4;10,40;NA;NA
1865;5;16,80;NA;NA
1865;6;14,20;NA;NA
1865;7;20,20;NA;NA
1865;8;16,50;NA;NA
1865;9;15,10;NA;NA
1865;10;9,60;NA;NA
1865;11;6,30;NA;NA
1865;12;0,90;NA;NA
1866;1;4,40;NA;NA
1866;2;4,40;NA;NA
1866;3;3,10;NA;NA
1866;4;9,10;NA;NA
1866;5;10,00;NA;NA
1866;6;18,00;NA;NA
1866;7;16,20;NA;NA
1866;8;15,80;NA;NA
1866;9;15,30;NA;NA
1866;10;6,80;NA;NA
1866;11;4,90;NA;NA
1866;12;2,90;NA;NA
1867;1;0,10;NA;NA
1867;2;5,20;NA;NA
1867;3;1,80;NA;NA
1867;4;8,40;NA;NA
1867;5;12,00;NA;NA
1867;6;15,90;NA;NA
1867;7;15,80;NA;NA
1867;8;17,20;NA;NA
1867;9;14,40;NA;NA
1867;10;8,40;NA;NA
1867;11;4,10;NA;NA
1867;12;-0,80;NA;NA
1868;1;-0,60;NA;NA
1868;2;4,60;NA;NA
1868;3;4,30;NA;NA
1868;4;7,20;NA;NA
1868;5;16,70;NA;NA
1868;6;16,90;NA;NA
1868;7;19,00;NA;NA
1868;8;18,90;NA;NA
1868;9;14,50;NA;NA
1868;10;8,10;NA;NA
1868;11;2,20;NA;NA
1868;12;5,60;NA;NA
1869;1;-0,20;NA;NA
1869;2;5,60;NA;NA
1869;3;1,50;NA;NA
1869;4;10,80;NA;NA
1869;5;12,60;NA;NA
1869;6;13,20;NA;NA
1869;7;18,40;NA;NA
1869;8;14,80;NA;NA
1869;9;14,30;NA;NA
1869;10;7,40;NA;NA
1869;11;3,60;NA;NA
1869;12;0,00;NA;NA
1870;1;0,40;NA;NA
1870;2;-3,80;NA;NA
1870;3;1,40;NA;NA
1870;4;8,10;NA;NA
1870;5;12,40;NA;NA
1870;6;15,30;NA;NA
1870;7;18,50;NA;NA
1870;8;15,80;NA;NA
1870;9;11,80;NA;NA
1870;10;8,10;NA;NA
1870;11;4,90;NA;NA
1870;12;-5,00;NA;NA
1871;1;-4,80;NA;NA
1871;2;0,10;NA;NA
1871;3;5,40;NA;NA
1871;4;7,00;NA;NA
1871;5;9,50;NA;NA
1871;6;13,10;NA;NA
1871;7;17,80;NA;NA
1871;8;17,20;NA;NA
1871;9;13,70;NA;NA
1871;10;6,70;NA;NA
1871;11;1,00;NA;NA
1871;12;-3,40;NA;NA
1872;1;1,40;NA;NA
1872;2;2,80;NA;NA
1872;3;5,20;NA;NA
1872;4;9,60;NA;NA
1872;5;12,80;NA;NA
1872;6;15,80;NA;NA
1872;7;18,20;NA;NA
1872;8;15,60;NA;NA
1872;9;14,70;NA;NA
1872;10;9,20;NA;NA
1872;11;6,70;NA;NA
1872;12;3,60;NA;NA
1873;1;3,80;NA;NA
1873;2;-0,10;NA;NA
1873;3;4,90;NA;NA
1873;4;6,60;NA;NA
1873;5;9,90;NA;NA
1873;6;16,70;NA;NA
1873;7;18,90;NA;NA
1873;8;17,70;NA;NA
1873;9;12,60;NA;NA
1873;10;9,80;NA;NA
1873;11;4,60;NA;NA
1873;12;1,80;NA;NA
1874;1;2,40;NA;NA
1874;2;0,70;NA;NA
1874;3;4,10;NA;NA
1874;4;9,20;NA;NA
1874;5;9,20;NA;NA
1874;6;15,50;NA;NA
1874;7;19,10;NA;NA
1874;8;15,30;NA;NA
1874;9;15,10;NA;NA
1874;10;9,60;NA;NA
1874;11;1,70;NA;NA
1874;12;-1,10;NA;NA
1875;1;2,40;NA;NA
1875;2;-3,20;NA;NA
1875;3;0,90;NA;NA
1875;4;7,20;NA;NA
1875;5;13,10;NA;NA
1875;6;17,30;NA;NA
1875;7;17,70;NA;NA
1875;8;18,80;NA;NA
1875;9;13,00;NA;NA
1875;10;6,80;NA;NA
1875;11;2,70;NA;NA
1875;12;-1,30;NA;NA
1876;1;-2,60;NA;NA
1876;2;1,40;NA;NA
1876;3;4,10;NA;NA
1876;4;8,30;NA;NA
1876;5;9,20;NA;NA
1876;6;16,40;NA;NA
1876;7;17,80;NA;NA
1876;8;17,30;NA;NA
1876;9;12,40;NA;NA
1876;10;11,00;NA;NA
1876;11;2,50;NA;NA
1876;12;3,20;NA;NA
1877;1;3,70;NA;NA
1877;2;3,50;NA;NA
1877;3;2,20;NA;NA
1877;4;6,70;NA;NA
1877;5;10,10;NA;NA
1877;6;18,10;NA;NA
1877;7;16,90;NA;NA
1877;8;17,10;NA;NA
1877;9;10,30;NA;NA
1877;10;7,60;NA;NA
1877;11;6,40;NA;NA
1877;12;1,20;NA;NA
1878;1;0,40;NA;NA
1878;2;3,20;NA;NA
1878;3;3,60;NA;NA
1878;4;9,40;NA;NA
1878;5;13,20;NA;NA
1878;6;15,50;NA;NA
1878;7;16,10;NA;NA
1878;8;17,20;NA;NA
1878;9;14,30;NA;NA
1878;10;9,80;NA;NA
1878;11;3,90;NA;NA
1878;12;-0,10;NA;NA
1879;1;-2,50;NA;NA
1879;2;0,40;NA;NA
1879;3;2,30;NA;NA
1879;4;6,80;NA;NA
1879;5;10,50;NA;NA
1879;6;16,00;NA;NA
1879;7;15,20;NA;NA
1879;8;17,30;NA;NA
1879;9;14,00;NA;NA
1879;10;8,10;NA;NA
1879;11;1,30;NA;NA
1879;12;-7,70;NA;NA
1880;1;-2,80;NA;NA
1880;2;0,80;NA;NA
1880;3;4,30;NA;NA
1880;4;9,10;NA;NA
1880;5;11,70;NA;NA
1880;6;15,60;NA;NA
1880;7;17,80;NA;NA
1880;8;16,70;NA;NA
1880;9;14,30;NA;NA
1880;10;7,80;NA;NA
1880;11;4,00;NA;NA
1880;12;4,60;NA;NA
1881;1;-6,00;NA;-9,10
1881;2;0,60;NA;-1,50
1881;3;2,90;NA;-0,20
1881;4;5,70;NA;1,70
1881;5;12,50;NA;NA
1881;6;15,70;NA;NA
1881;7;19,20;NA;NA
1881;8;15,80;NA;NA
1881;9;12,50;NA;NA
1881;10;5,00;NA;NA
1881;11;6,50;NA;NA
1881;12;1,40;NA;NA
1882;1;0,70;NA;NA
1882;2;2,30;NA;NA
1882;3;6,80;NA;NA
1882;4;8,20;NA;NA
1882;5;12,20;NA;NA
1882;6;14,60;NA;NA
1882;7;17,10;NA;NA
1882;8;14,80;NA;NA
1882;9;13,10;NA;NA
1882;10;9,40;NA;NA
1882;11;4,40;NA;NA
1882;12;1,00;NA;NA
1883;1;0,30;NA;-1,90
1883;2;3,30;NA;1,80
1883;3;-1,30;NA;-4,50
1883;4;6,40;NA;1,90
1883;5;13,40;NA;7,20
1883;6;17,20;NA;9,70
1883;7;17,10;NA;12,60
1883;8;16,50;NA;11,10
1883;9;13,40;NA;9,00
1883;10;9,20;NA;6,10
1883;11;5,10;NA;2,60
1883;12;1,30;NA;-0,80
1884;1;3,50;5,50;1,10
1884;2;3,10;6,50;0,40
1884;3;5,40;9,50;1,50
1884;4;6,40;11,40;1,70
1884;5;13,40;19,40;7,40
1884;6;13,40;18,50;8,60
1884;7;18,30;24,60;12,90
1884;8;17,20;22,90;11,50
1884;9;14,20;20,00;9,50
1884;10;7,80;11,40;5,00
1884;11;1,90;5,10;-0,60
1884;12;2,10;3,90;0,30
1885;1;-3,20;-0,10;-6,10
1885;2;3,60;6,80;0,50
1885;3;2,80;6,40;0,30
1885;4;10,10;15,90;4,30
1885;5;10,30;15,50;5,50
1885;6;16,80;23,70;10,00
1885;7;16,90;22,30;12,50
1885;8;14,40;19,50;9,70
1885;9;12,80;17,30;9,00
1885;10;7,80;10,80;5,30
1885;11;2,30;5,30;-0,40
1885;12;0,10;2,30;-1,70
1886;1;-0,90;1,90;-3,40
1886;2;-3,10;0,30;-4,90
1886;3;0,30;5,20;-4,20
1886;4;9,00;14,40;4,40
1886;5;13,10;19,10;7,10
1886;6;14,50;20,10;10,30
1886;7;17,10;23,20;11,80
1886;8;17,10;22,80;11,80
1886;9;14,90;20,70;9,80
1886;10;9,70;14,00;5,90
1886;11;5,70;8,20;3,40
1886;12;1,40;3,50;-0,20
1887;1;-3,50;-0,50;-6,10
1887;2;0,10;3,80;-2,80
1887;3;1,40;5,10;-2,10
1887;4;7,50;13,00;1,90
1887;5;10,40;14,70;6,10
1887;6;15,60;21,30;9,30
1887;7;18,90;25,00;12,70
1887;8;15,20;20,90;9,40
1887;9;12,20;17,20;7,80
1887;10;5,80;9,10;2,50
1887;11;2,80;5,70;0,00
1887;12;-0,30;1,90;-2,60
1888;1;-0,90;1,10;-3,60
1888;2;-2,40;0,70;-5,30
1888;3;1,20;4,70;-2,00
1888;4;6,40;10,60;3,20
1888;5;12,90;18,30;7,60
1888;6;16,40;22,30;11,40
1888;7;15,40;20,20;11,60
1888;8;15,60;20,30;11,50
1888;9;12,70;18,60;7,10
1888;10;7,30;10,60;4,60
1888;11;3,70;6,40;1,10
1888;12;1,10;3,50;-0,80
1889;1;-1,70;1,20;-4,30
1889;2;-1,90;1,20;-4,40
1889;3;1,10;4,70;-2,00
1889;4;8,00;11,70;4,80
1889;5;17,20;23,40;11,80
1889;6;20,00;26,20;13,70
1889;7;16,80;22,10;12,80
1889;8;16,00;20,80;11,80
1889;9;11,70;16,10;7,60
1889;10;8,60;12,30;5,50
1889;11;2,80;5,50;1,00
1889;12;-0,80;1,10;-2,70
1890;1;2,80;5,50;0,60
1890;2;-2,40;1,10;-5,90
1890;3;5,00;9,60;1,10
1890;4;7,20;12,00;2,90
1890;5;14,60;20,30;8,80
1890;6;14,70;20,00;9,90
1890;7;15,60;20,70;10,70
1890;8;16,60;21,60;12,40
1890;9;13,90;19,10;9,40
1890;10;8,00;11,60;4,90
1890;11;3,40;5,80;0,90
1890;12;-4,70;-2,10;-7,30
1891;1;-3,60;-0,90;-7,10
1891;2;0,30;3,90;-2,50
1891;3;3,50;6,80;0,30
1891;4;5,70;9,30;1,90
1891;5;13,40;19,00;7,90
1891;6;15,20;19,60;10,80
1891;7;16,70;21,60;12,40
1891;8;15,50;20,30;11,10
1891;9;14,20;20,50;9,10
1891;10;10,60;15,60;6,30
1891;11;3,80;6,20;1,10
1891;12;2,70;5,10;0,00
1892;1;-0,50;1,70;-3,30
1892;2;1,20;4,20;-1,40
1892;3;1,20;6,20;-2,90
1892;4;7,80;13,70;2,00
1892;5;13,10;19,20;6,10
1892;6;15,50;21,10;10,10
1892;7;16,20;21,90;10,30
1892;8;18,40;25,30;12,40
1892;9;13,90;19,40;9,00
1892;10;8,00;12,00;4,60
1892;11;3,90;6,70;1,20
1892;12;-0,50;1,40;-2,40
1893;1;-6,60;-3,10;-10,80
1893;2;2,90;5,80;0,30
1893;3;5,50;10,20;1,00
1893;4;9,20;16,60;2,00
1893;5;13,30;18,90;7,80
1893;6;16,30;22,40;9,30
1893;7;18,00;23,40;12,10
1893;8;17,50;23,40;12,10
1893;9;13,00;17,90;8,60
1893;10;10,50;13,90;7,60
1893;11;2,50;4,80;0,00
1893;12;1,40;3,50;-1,00
1894;1;-0,80;1,60;-3,80
1894;2;2,80;5,70;-0,40
1894;3;5,70;10,40;1,30
1894;4;11,10;17,00;4,90
1894;5;12,20;17,60;5,90
1894;6;14,80;19,50;9,80
1894;7;17,80;23,20;12,40
1894;8;15,90;20,20;12,20
1894;9;11,10;16,00;7,40
1894;10;8,60;11,60;5,70
1894;11;5,70;8,10;3,60
1894;12;1,70;3,30;-0,20
1895;1;-3,30;-0,80;-6,30
1895;2;-6,00;-2,40;-9,80
1895;3;1,90;6,30;-1,90
1895;4;9,60;14,70;4,60
1895;5;13,20;19,10;6,80
1895;6;16,40;22,30;10,50
1895;7;17,30;22,60;12,70
1895;8;17,10;23,10;12,10
1895;9;15,30;23,20;9,30
1895;10;7,30;11,60;4,00
1895;11;5,90;8,30;3,10
1895;12;0,70;2,20;-1,00
1896;1;0,30;1,90;-1,40
1896;2;0,70;4,00;-2,00
1896;3;6,60;10,60;2,80
1896;4;7,00;10,60;3,90
1896;5;11,30;16,70;5,40
1896;6;17,20;22,50;12,00
1896;7;17,10;22,50;11,40
1896;8;14,50;19,00;10,60
1896;9;13,40;18,00;9,70
1896;10;9,40;13,10;6,00
1896;11;1,80;4,10;-0,70
1896;12;0,70;2,20;-1,10
1897;1;-2,30;-0,70;-4,10
1897;2;1,40;4,50;-1,90
1897;3;6,10;9,70;3,00
1897;4;8,10;12,80;3,70
1897;5;11,50;16,40;6,30
1897;6;17,40;23,40;11,00
1897;7;16,90;22,00;12,30
1897;8;17,80;23,50;12,90
1897;9;12,60;16,50;9,00
1897;10;7,80;11,70;4,40
1897;11;3,40;6,30;0,50
1897;12;2,60;4,70;0,30
1898;1;3,20;5,30;1,00
1898;2;2,40;4,50;0,40
1898;3;3,90;6,50;1,40
1898;4;7,90;11,50;4,60
1898;5;11,90;16,40;7,50
1898;6;15,50;21,00;10,20
1898;7;14,60;19,20;10,30
1898;8;18,80;25,70;12,90
1898;9;14,10;21,00;8,90
1898;10;9,40;13,20;6,40
1898;11;4,90;8,40;2,00
1898;12;4,50;6,30;2,50
1899;1;3,00;5,40;0,70
1899;2;3,20;7,00;-0,10
1899;3;3,10;7,90;-0,80
1899;4;7,80;12,30;4,20
1899;5;11,70;16,20;7,20
1899;6;15,70;20,90;9,60
1899;7;17,90;23,30;12,70
1899;8;17,40;23,90;11,60
1899;9;12,90;17,40;9,60
1899;10;8,00;14,10;3,30
1899;11;7,80;10,60;5,00
1899;12;-2,10;0,10;-5,50
1900;1;1,90;3,50;0,20
1900;2;1,60;5,40;-1,80
1900;3;1,60;5,40;-1,20
1900;4;7,40;11,90;3,10
1900;5;11,90;17,10;6,50
1900;6;16,70;21,70;12,10
1900;7;19,30;24,90;13,60
1900;8;16,90;22,40;12,20
1900;9;14,30;20,70;9,40
1900;10;9,70;13,80;6,30
1900;11;5,60;8,20;3,40
1900;12;3,90;5,70;2,00
1901;1;-4,70;-1,60;-8,20
1901;2;-3,10;0,10;-6,80
1901;3;3,20;6,60;0,60
1901;4;9,30;14,20;4,40
1901;5;13,90;20,20;7,50
1901;6;16,40;22,10;10,00
1901;7;18,80;25,00;12,90
1901;8;16,70;22,20;11,80
1901;9;14,10;19,30;9,80
1901;10;10,00;14,40;6,40
1901;11;3,50;6,30;0,90
1901;12;1,40;3,50;-0,80
1902;1;3,80;5,80;2,00
1902;2;-0,80;2,50;-3,90
1902;3;4,40;8,40;1,50
1902;4;8,80;13,50;4,20
1902;5;9,30;14,00;5,50
1902;6;16,40;21,90;10,80
1902;7;16,30;21,10;12,00
1902;8;15,10;19,90;10,90
1902;9;12,70;18,00;8,60
1902;10;7,40;11,30;4,70
1902;11;2,40;5,80;-0,90
1902;12;-2,40;0,60;-5,40
1903;1;1,20;3,90;-1,50
1903;2;4,80;7,50;1,80
1903;3;6,90;11,20;2,60
1903;4;5,00;8,90;1,90
1903;5;13,40;18,80;8,00
1903;6;15,30;21,00;10,00
1903;7;16,80;21,80;12,50
1903;8;16,00;20,60;12,40
1903;9;13,80;19,00;9,30
1903;10;10,30;13,90;7,20
1903;11;5,20;7,40;3,30
1903;12;0,20;1,70;-1,30
1904;1;-0,70;1,20;-2,90
1904;2;1,90;4,00;0,10
1904;3;3,60;7,10;0,60
1904;4;9,90;14,20;5,70
1904;5;13,10;18,50;8,30
1904;6;15,60;21,60;10,80
1904;7;19,10;26,10;12,80
1904;8;16,80;23,10;11,10
1904;9;12,10;18,00;7,90
1904;10;8,80;12,20;5,90
1904;11;4,00;6,10;1,90
1904;12;3,50;5,70;1,20
1905;1;-1,00;1,50;-3,60
1905;2;2,20;4,70;0,00
1905;3;5,30;8,60;2,20
1905;4;6,20;10,20;3,00
1905;5;12,80;18,60;7,10
1905;6;17,70;24,10;12,20
1905;7;18,90;24,60;14,40
1905;8;16,80;22,60;12,30
1905;9;12,70;16,60;8,40
1905;10;5,20;7,90;2,90
1905;11;3,40;6,00;0,90
1905;12;1,90;4,10;-0,40
1906;1;2,20;4,50;-0,40
1906;2;1,40;3,50;-0,80
1906;3;3,00;6,90;-0,20
1906;4;8,50;14,60;2,10
1906;5;13,70;19,00;8,40
1906;6;14,90;19,70;10,00
1906;7;16,90;22,90;10,90
1906;8;16,20;22,30;11,70
1906;9;12,30;17,80;7,80
1906;10;10,60;15,70;6,20
1906;11;7,00;9,90;4,00
1906;12;-1,90;0,60;-5,20
1907;1;1,00;3,10;-1,40
1907;2;-0,60;1,70;-3,00
1907;3;3,60;7,60;-0,40
1907;4;6,80;11,60;1,60
1907;5;13,30;19,00;6,70
1907;6;14,80;19,70;9,80
1907;7;14,20;18,80;10,00
1907;8;15,60;20,60;10,90
1907;9;12,90;19,60;7,30
1907;10;11,40;16,50;7,10
1907;11;4,10;8,10;0,90
1907;12;2,20;4,50;-0,40
1908;1;-2,00;1,50;-6,10
1908;2;2,20;4,50;-0,40
1908;3;2,90;6,70;-0,90
1908;4;5,90;9,80;2,00
1908;5;13,60;18,20;8,70
1908;6;17,20;23,20;10,90
1908;7;17,40;22,80;12,10
1908;8;14,80;19,80;10,70
1908;9;12,40;17,90;7,70
1908;10;8,00;15,70;2,00
1908;11;1,70;5,60;-2,00
1908;12;0,70;2,60;-1,40
1909;1;-1,40;2,00;-4,60
1909;2;-2,90;1,50;-7,80
1909;3;2,40;6,60;-1,80
1909;4;8,20;13,50;2,90
1909;5;11,40;17,20;3,90
1909;6;14,30;19,50;8,80
1909;7;15,30;20,00;11,00
1909;8;16,20;22,00;11,20
1909;9;12,80;17,60;9,00
1909;10;10,80;15,40;6,90
1909;11;2,70;5,10;-0,30
1909;12;2,80;5,50;0,10
1910;1;2,70;4,80;0,40
1910;2;4,00;6,50;1,50
1910;3;4,00;9,50;-0,30
1910;4;7,50;12,80;2,40
1910;5;13,20;18,60;6,80
1910;6;16,60;22,60;11,50
1910;7;15,60;20,00;11,30
1910;8;15,80;21,50;10,90
1910;9;12,10;17,20;7,80
1910;10;9,80;14,50;5,20
1910;11;2,80;5,40;0,00
1910;12;3,30;5,80;0,70
1911;1;0,00;2,10;-2,20
1911;2;2,60;5,20;-0,50
1911;3;4,80;9,30;1,00
1911;4;8,20;13,60;2,70
1911;5;14,00;19,30;7,80
1911;6;15,60;20,90;9,60
1911;7;19,80;26,70;12,40
1911;8;19,70;27,10;12,50
1911;9;13,70;21,60;7,60
1911;10;8,90;13,70;4,90
1911;11;5,40;8,10;2,60
1911;12;4,10;6,20;1,70
1912;1;-0,60;2,50;-3,50
1912;2;3,10;7,80;-1,20
1912;3;7,00;10,60;3,30
1912;4;7,60;12,60;1,80
1912;5;12,10;17,70;6,60
1912;6;16,00;21,10;11,10
1912;7;18,20;24,40;11,80
1912;8;14,40;19,10;11,00
1912;9;9,50;13,60;5,80
1912;10;6,50;12,10;2,30
1912;11;3,50;5,60;1,30
1912;12;4,10;6,70;1,10
1913;1;0,60;2,80;-1,60
1913;2;2,20;6,70;-1,90
1913;3;6,90;11,40;2,50
1913;4;8,40;13,90;2,80
1913;5;12,60;18,10;7,40
1913;6;15,10;20,10;10,40
1913;7;14,60;19,90;10,30
1913;8;14,70;20,00;9,90
1913;9;12,30;18,60;7,00
1913;10;10,00;15,70;5,60
1913;11;7,60;9,90;5,00
1913;12;2,80;4,40;1,00
1914;1;-2,80;0,30;-6,00
1914;2;4,10;8,30;0,50
1914;3;5,60;9,30;2,40
1914;4;10,40;16,10;3,90
1914;5;11,20;15,80;6,50
1914;6;15,10;20,30;10,00
1914;7;17,70;23,30;12,70
1914;8;17,40;24,00;12,00
1914;9;12,40;19,00;7,40
1914;10;9,20;12,20;6,60
1914;11;4,40;6,40;2,30
1914;12;4,90;7,20;2,60
1915;1;1,00;3,20;-1,70
1915;2;2,00;5,40;-1,00
1915;3;2,80;6,20;0,00
1915;4;7,40;12,70;2,30
1915;5;13,90;20,40;6,50
1915;6;17,90;25,30;9,70
1915;7;16,40;21,90;11,40
1915;8;15,50;20,80;11,40
1915;9;11,80;18,00;6,70
1915;10;7,10;9,90;4,70
1915;11;2,00;4,90;-1,10
1915;12;4,70;7,20;1,90
1916;1;4,30;6,80;2,00
