year;month;mean_daymean_temp;mean_daymax_temp;mean_daymin_temp
1970;2;-0,57;2,20;-3,25
1970;3;1,98;5,69;-1,70
1970;4;6,04;9,59;2,89
1970;5;12,49;16,83;7,54
1970;6;17,65;23,79;10,73
1970;7;16,24;21,02;11,45
1970;8;16,96;22,85;12,10
1970;9;13,45;18,90;8,66
1970;10;9,60;12,73;6,62
1970;11;6,66;9,25;3,85
1970;12;1,47;3,20;-0,48
1971;1;0,27;3,29;-3,00
1971;2;2,47;4,85;0,22
1971;3;1,84;5,29;-1,73
1971;4;8,91;14,79;3,17
1971;5;14,78;20,35;9,07
1971;6;14,43;19,02;10,21
1971;7;18,01;24,18;10,95
1971;8;18,16;24,19;12,88
1971;9;12,18;18,16;7,30
1971;10;9,24;15,03;4,85
1971;11;4,25;6,62;2,12
1971;12;4,46;6,28;2,39
1972;1;-1,66;0,38;-3,64
1972;2;3,37;6,62;0,20
1972;3;5,95;11,23;1,09
1972;4;7,82;11,91;3,96
1972;5;11,83;16,95;7,64
1972;6;14,54;19,57;9,40
1972;7;17,73;22,99;12,92
1972;8;15,50;20,68;11,14
1972;9;10,78;15,98;6,86
1972;10;6,91;12,46;2,58
1972;11;4,84;7,08;2,62
1972;12;1,62;4,50;-1,01
1973;1;1,16;2,92;-0,87
1973;2;1,71;3,90;-0,31
1973;3;4,79;8,92;1,04
1973;4;5,58;9,79;1,71
1973;5;12,82;18,21;7,51
1973;6;16,61;21,96;10,44
1973;7;17,41;22,49;12,78
1973;8;18,15;25,09;11,56
1973;9;14,84;20,50;10,13
1973;10;7,82;12,15;4,25
1973;11;4,02;7,05;1,55
1973;12;0,95;2,96;-1,41
1974;1;4,75;6,83;2,35
1974;2;3,85;6,51;1,39
1974;3;6,51;10,61;2,42
1974;4;8,58;14,61;2,67
1974;5;11,25;16,18;6,34
1974;6;14,24;19,65;9,45
1974;7;15,46;20,02;11,69
1974;8;16,98;23,01;11,77
1974;9;13,41;18,88;9,24
1974;10;6,17;8,69;4,25
1974;11;6,08;8,30;4,08
1974;12;5,85;7,62;3,74
1975;1;5,88;7,92;3,67
1975;2;1,69;6,19;-1,80
1975;3;4,68;8,66;1,35
1975;4;7,73;11,96;3,86
1975;5;11,91;17,21;7,03
1975;6;15,12;20,33;10,15
1975;7;18,98;24,57;13,37
1975;8;19,47;26,30;13,32
1975;9;15,60;21,75;10,77
1975;10;7,90;11,86;4,95
1975;11;3,87;6,67;1,05
1975;12;2,27;3,91;0,38
1976;1;1,77;4,45;-0,69
1976;2;1,43;4,47;-1,19
1976;3;2,09;5,92;-1,43
1976;4;7,39;12,93;1,91
1976;5;13,43;19,56;7,02
1976;6;17,48;23,61;10,72
1976;7;19,96;26,22;13,27
1976;8;16,51;23,21;10,09
1976;9;13,32;17,97;9,49
1976;10;9,81;14,11;6,62
1976;11;5,71;7,80;3,27
1976;12;0,22;2,19;-1,75
1977;1;1,70;3,56;-0,23
1977;2;3,94;7,22;1,28
1977;3;6,84;10,87;3,44
1977;4;6,41;10,41;2,63
1977;5;12,10;17,64;6,18
1977;6;15,73;20,23;11,69
1977;7;16,71;21,94;11,75
1977;8;16,16;21,21;12,20
1977;9;12,16;17,31;8,30
1977;10;10,55;15,96;6,66
1977;11;5,92;8,17;3,71
1977;12;2,89;4,98;0,95
1978;1;1,70;3,60;-0,05
1978;2;-0,36;2,48;-3,23
1978;3;6,11;9,85;3,03
1978;4;7,47;12,52;2,51
1978;5;12,03;17,13;7,25
1978;6;15,06;20,37;10,51
1978;7;15,46;20,75;11,06
1978;8;15,37;20,43;11,63
1978;9;12,42;16,54;9,51
1978;10;9,76;14,13;6,65
1978;11;4,72;7,03;2,53
1978;12;0,83;3,49;-1,57
1979;1;-3,86;-1,78;-6,28
1979;2;-1,99;1,30;-5,09
1979;3;4,11;7,15;1,52
1979;4;7,25;11,49;3,25
1979;5;12,84;18,36;7,33
1979;6;16,81;22,03;12,24
1979;7;15,72;20,22;11,57
1979;8;15,39;21,21;11,05
1979;9;13,54;19,42;9,15
1979;10;9,32;15,08;4,67
1979;11;4,14;6,79;1,76
1979;12;4,85;6,89;2,78
1980;1;-1,81;0,41;-4,49
1980;2;3,10;6,95;0,16
1980;3;4,09;7,67;1,03
1980;4;6,92;11,80;2,42
1980;5;11,20;17,02;5,16
1980;6;14,97;19,93;10,68
1980;7;15,55;20,06;11,84
1980;8;16,98;22,80;12,07
1980;9;14,39;20,26;10,12
1980;10;8,40;12,21;5,38
1980;11;3,66;5,75;1,77
1980;12;1,77;3,84;-0,43
1981;1;-0,73;1,97;-3,46
1981;2;0,01;2,92;-2,62
1981;3;7,73;11,47;4,51
1981;4;8,16;13,33;3,42
1981;5;13,84;19,47;8,55
1981;6;15,39;20,43;11,18
1981;7;16,57;20,93;12,59
1981;8;16,37;21,47;12,39
1981;9;14,01;19,96;9,47
1981;10;8,36;12,04;5,36
1981;11;5,31;8,10;2,56
1981;12;-1,85;0,22;-4,31
1982;1;-1,76;1,30;-4,35
1982;2;0,80;4,47;-2,55
1982;3;4,64;9,66;0,96
1982;4;7,20;12,57;2,21
1982;5;12,95;18,88;7,06
1982;6;16,70;22,12;11,75
1982;7;19,57;25,51;13,82
1982;8;17,81;24,22;12,67
1982;9;16,25;23,54;11,07
1982;10;10,46;14,30;7,46
1982;11;7,17;10,00;4,62
1982;12;2,75;4,79;0,80
1983;1;4,74;6,93;2,39
1983;2;-1,42;2,12;-4,80
1983;3;5,55;9,04;2,62
1983;4;9,43;14,29;4,92
1983;5;11,57;16,11;7,75
1983;6;16,75;22,34;10,70
1983;7;20,35;26,83;14,00
1983;8;18,53;25,36;12,90
1983;9;14,16;19,42;9,99
1983;10;9,91;13,96;6,08
1983;11;4,10;8,09;1,34
1983;12;1,63;4,05;-1,09
1984;1;1,93;3,72;0,01
1984;2;0,78;3,60;-1,69
1984;3;2,67;7,37;-1,25
1984;4;7,11;12,25;1,94
1984;5;11,26;15,66;7,58
1984;6;14,24;18,77;10,33
1984;7;15,91;20,34;11,60
1984;8;17,36;23,19;12,73
1984;9;12,87;16,65;10,02
1984;10;10,87;14,80;7,75
1984;11;5,86;9,31;3,22
1984;12;2,42;4,11;0,61
1985;1;-4,94;-2,37;-7,70
1985;2;-2,64;1,74;-6,36
1985;3;3,85;7,24;1,28
1985;4;8,33;12,87;4,70
1985;5;14,23;19,44;8,91
1985;6;13,36;17,99;9,78
1985;7;17,12;22,40;12,06
1985;8;16,29;21,95;11,61
1985;9;13,62;18,63;9,86
1985;10;9,07;13,69;5,83
1985;11;1,09;3,74;-1,60
1985;12;4,62;7,13;2,70
1986;1;1,00;3,24;-1,55
1986;2;-6,42;-2,38;-10,22
1986;3;3,98;7,66;0,67
1986;4;6,76;10,56;3,21
1986;5;14,62;20,28;9,16
1986;6;16,30;21,79;10,75
1986;7;17,57;22,89;12,25
1986;8;16,33;21,75;11,71
1986;9;11,03;16,35;7,26
1986;10;10,21;15,30;6,44
1986;11;6,98;10,11;4,01
1986;12;2,96;4,97;0,40
1987;1;-5,96;-2,97;-9,19
1987;2;0,02;2,86;-2,95
1987;3;-1,00;3,54;-5,11
1987;4;9,93;15,27;4,30
1987;5;10,08;14,92;6,03
1987;6;14,20;18,41;10,56
1987;7;17,19;21,86;12,80
1987;8;15,96;20,21;12,38
1987;9;14,81;19,89;10,95
1987;10;9,80;14,04;6,24
1987;11;5,45;7,25;3,74
1987;12;2,76;4,69;0,62
1988;1;4,57;6,84;2,50
1988;2;2,95;5,44;0,87
1988;3;3,49;6,21;1,17
1988;4;8,36;13,77;2,87
1988;5;15,24;20,84;8,99
1988;6;15,39;19,62;11,28
1988;7;17,43;22,65;12,87
1988;8;17,66;23,25;12,25
1988;9;13,68;17,88;10,40
1988;10;10,04;13,68;7,12
1988;11;3,92;6,75;1,23
1988;12;3,92;5,75;1,69
1989;1;3,25;5,76;1,02
1989;2;3,68;6,64;1,13
1989;3;7,48;12,35;3,28
1989;4;7,77;12,04;4,20
1989;5;14,42;20,81;7,48
1989;6;16,06;21,87;9,98
1989;7;18,32;23,67;13,01
1989;8;17,75;23,92;12,33
1989;9;14,98;20,27;11,00
1989;10;11,10;15,65;7,86
1989;11;3,23;7,60;0,06
1989;12;3,44;5,84;0,93
1990;1;3,77;5,73;1,72
1990;2;6,61;10,62;3,10
1990;3;7,65;12,22;3,75
1990;4;7,83;13,34;3,36
1990;5;14,30;20,39;7,57
1990;6;15,98;20,50;12,00
1990;7;17,04;22,22;11,42
1990;8;19,10;25,57;13,34
1990;9;12,10;15,96;9,04
1990;10;10,58;16,10;6,29
1990;11;5,08;7,51;3,01
1990;12;1,78;3,40;-0,05
1991;1;2,18;4,72;0,08
1991;2;-2,00;1,40;-5,20
1991;3;7,42;12,14;3,71
1991;4;7,56;13,03;2,48
1991;5;10,14;14,83;5,32
1991;6;13,90;18,24;9,79
1991;7;19,53;25,18;13,63
1991;8;18,16;24,10;13,06
1991;9;15,08;21,04;10,09
1991;10;8,48;13,85;4,27
1991;11;4,44;7,06;1,95
1991;12;1,46;4,14;-1,10
1992;1;1,70;3,94;-0,58
1992;2;3,71;6,57;1,12
1992;3;5,40;9,50;1,53
1992;4;8,54;13,06;4,00
1992;5;14,94;20,77;8,46
1992;6;17,59;23,12;12,03
1992;7;18,84;24,60;13,57
1992;8;19,40;25,41;14,38
1992;9;13,82;19,89;8,83
1992;10;6,76;10,43;3,91
1992;11;6,30;8,86;3,63
1992;12;1,82;4,02;-0,12
1993;1;2,63;5,92;-0,45
1993;2;-1,07;2,28;-4,20
1993;3;4,53;9,24;0,15
1993;4;11,79;17,12;5,92
1993;5;15,16;21,02;9,39
1993;6;16,24;21,00;11,33
1993;7;16,55;21,31;12,07
1993;8;15,66;21,13;10,89
1993;9;12,25;16,75;8,81
1993;10;8,17;12,17;5,24
1993;11;0,69;3,62;-1,59
1993;12;3,80;5,88;1,44
1994;1;3,66;5,88;1,53
1994;2;-0,43;2,84;-3,44
1994;3;6,68;10,29;3,61
1994;4;8,52;13,39;4,09
1994;5;12,60;17,44;7,68
1994;6;15,90;21,18;10,73
1994;7;20,15;27,54;12,80
1994;8;17,37;23,33;11,65
1994;9;13,29;17,72;9,08
1994;10;7,73;12,58;3,68
1994;11;7,24;10,09;4,44
1994;12;4,53;6,78;1,83
1995;1;0,40;2,77;-2,60
1995;2;5,34;8,18;2,09
1995;3;3,30;7,59;-0,46
1995;4;8,77;13,33;4,31
1995;5;11,54;17,35;5,95
1995;6;13,80;19,09;8,42
1995;7;19,24;25,84;12,85
1995;8;17,98;25,17;10,90
1995;9;13,23;17,71;9,51
1995;10;12,10;16,46;8,05
1995;11;3,62;6,32;1,14
1995;12;-1,79;0,48;-4,06
1996;1;-3,08;-0,76;-5,39
1996;2;-1,57;1,59;-5,34
1996;3;1,46;4,95;-1,14
1996;4;8,18;14,35;1,94
1996;5;11,14;15,21;6,68
1996;6;14,70;20,16;8,88
1996;7;15,22;20,69;9,67
1996;8;16,89;22,95;11,41
1996;9;10,97;15,75;6,84
1996;10;9,41;13,71;5,90
1996;11;5,05;7,17;3,07
1996;12;-2,73;-0,10;-5,42
1997;1;-2,90;-0,42;-5,70
1997;2;4,91;8,00;1,96
1997;3;6,25;10,71;2,64
1997;4;6,19;11,85;0,98
1997;5;12,36;18,19;7,00
1997;6;15,16;20,86;8,75
1997;7;16,65;22,32;11,89
1997;8;19,77;26,56;13,30
1997;9;13,51;20,48;7,24
1997;10;7,83;12,57;3,85
1997;11;4,80;6,88;2,41
1997;12;2,64;4,72;0,49
1998;1;2,88;5,88;0,04
1998;2;5,17;8,87;1,66
1998;3;5,62;9,80;1,74
1998;4;9,13;13,62;5,00
1998;5;13,71;19,54;7,35
1998;6;15,89;21,30;10,85
1998;7;15,74;21,01;11,31
1998;8;16,05;22,58;10,04
1998;9;13,68;17,88;9,86
1998;10;8,80;11,60;6,06
1998;11;2,18;4,35;0,19
1998;12;1,51;3,78;-1,36
1999;1;3,82;6,30;1,46
1999;2;0,79;3,73;-2,50
1999;3;6,02;10,04;2,55
1999;4;9,04;14,21;4,57
1999;5;13,73;19,51;7,99
1999;6;14,96;20,75;8,87
1999;7;18,44;24,91;12,43
1999;8;16,49;22,36;10,86
1999;9;16,87;23,66;11,06
1999;10;9,27;13,42;5,37
1999;11;4,14;6,96;1,42
1999;12;3,18;5,19;1,19
2000;1;2,04;4,18;-0,59
2000;2;4,50;7,61;1,75
2000;3;6,00;9,57;2,95
2000;4;10,45;16,04;4,48
2000;5;14,05;20,52;7,48
2000;6;15,98;22,21;9,38
2000;7;14,93;19,62;11,10
2000;8;17,45;23,90;11,85
2000;9;14,45;19,44;10,59
2000;10;10,80;15,01;7,10
2000;11;6,81;9,58;3,81
2000;12;3,58;5,79;1,18
2001;1;1,23;3,87;-1,86
2001;2;2,78;6,21;-0,53
2001;3;4,19;7,48;1,25
2001;4;7,42;12,21;2,58
2001;5;13,57;19,72;6,75
2001;6;13,94;19,34;8,48
2001;7;18,36;24,49;12,18
2001;8;18,98;25,11;12,59
2001;9;12,28;16,02;8,90
2001;10;12,74;17,32;8,48
2001;11;4,76;7,29;2,04
2001;12;0,53;2,65;-2,05
2002;1;1,53;3,86;-1,48
2002;2;5,79;9,12;2,54
2002;3;5,43;9,86;1,26
2002;4;7,78;12,90;2,34
2002;5;13,57;18,35;8,57
2002;6;16,74;22,13;11,13
2002;7;17,26;22,36;12,27
2002;8;18,96;24,85;13,80
2002;9;12,85;18,06;7,55
2002;10;8,39;12,00;4,60
2002;11;6,05;8,70;3,26
2002;12;0,29;2,37;-1,77
2003;1;0,50;2,94;-2,23
2003;2;-1,61;2,64;-5,26
2003;3;5,72;11,19;0,94
2003;4;8,48;14,33;1,95
2003;5;13,95;19,73;7,94
2003;6;18,13;24,95;10,63
2003;7;18,70;25,04;12,21
2003;8;20,33;27,89;11,69
2003;9;13,51;20,62;6,46
2003;10;5,71;10,11;1,23
2003;11;6,98;9,95;3,80
2003;12;2,01;5,06;-1,07
2004;1;1,05;3,25;-1,33
2004;2;3,20;5,79;0,28
2004;3;4,52;8,82;0,28
2004;4;9,14;14,65;2,77
2004;5;11,04;15,91;5,08
2004;6;14,86;20,39;9,03
2004;7;16,06;21,94;10,06
2004;8;18,50;24,76;12,45
2004;9;13,86;19,61;8,28
2004;10;10,28;14,48;6,04
2004;11;4,70;7,19;2,04
2004;12;1,16;3,85;-1,56
2005;1;2,87;5,21;0,31
2005;2;-0,34;2,21;-3,21
2005;3;4,62;8,68;0,72
2005;4;9,34;15,04;2,91
2005;5;12,18;17,83;5,96
2005;6;15,14;21,22;8,44
2005;7;17,87;24,12;11,86
2005;8;15,90;21,53;10,45
2005;9;15,06;21,83;8,88
2005;10;11,10;16,75;6,50
2005;11;5,20;7,82;2,31
2005;12;1,79;3,85;-0,72
2006;1;-2,64;0,87;-6,22
2006;2;-0,18;2,46;-3,03
2006;3;1,71;5,59;-2,12
2006;4;8,10;13,01;2,85
2006;5;12,88;18,70;6,49
2006;6;16,30;22,31;9,59
2006;7;21,11;28,55;13,36
2006;8;15,57;20,52;11,18
2006;9;16,96;23,50;10,42
2006;10;12,65;16,85;8,85
2006;11;7,75;10,91;4,05
2006;12;5,19;7,58;2,93
2007;1;5,30;7,76;2,51
2007;2;4,43;7,23;1,43
2007;3;6,46;11,53;1,36
2007;4;10,60;17,71;2,31
2007;5;13,83;19,37;7,75
2007;6;16,99;22,59;11,94
2007;7;17,17;22,61;11,82
2007;8;16,48;22,08;11,02
2007;9;13,05;17,30;8,67
2007;10;8,75;12,75;5,09
2007;11;4,63;6,66;2,38
2007;12;2,29;4,14;0,34
2008;1;4,78;6,83;2,22
2008;2;3,94;7,72;0,06
2008;3;4,85;8,47;1,41
2008;4;7,80;12,33;2,92
2008;5;13,92;20,36;6,74
2008;6;16,47;22,46;9,78
2008;7;17,89;24,21;11,49
2008;8;17,94;23,16;12,59
2008;9;12,78;17,63;7,64
2008;10;9,46;13,48;5,35
2008;11;5,60;8,10;2,24
2008;12;1,56;3,66;-0,73
2009;1;-2,66;0,74;-7,22
2009;2;1,33;3,90;-1,70
2009;3;4,74;8,41;0,71
2009;4;11,56;17,94;4,27
2009;5;13,47;19,10;6,94
2009;6;14,46;19,91;8,09
2009;7;17,96;23,71;11,98
2009;8;18,36;25,22;11,11
2009;9;14,48;19,78;9,21
2009;10;8,24;11,96;3,89
2009;11;8,34;10,73;5,62
2009;12;0,70;3,14;-2,26
2010;1;-3,65;-1,55;-6,74
2010;2;-0,12;2,93;-3,86
2010;3;4,69;9,23;0,12
2010;4;8,92;14,86;2,53
2010;5;10,47;14,50;6,22
2010;6;16,04;22,38;9,01
2010;7;19,88;26,50;12,66
2010;8;16,81;21,91;12,05
2010;9;12,68;17,12;8,13
2010;10;8,55;12,93;4,35
2010;11;5,33;7,61;2,95
2010;12;-3,98;-1,44;-8,06
2011;1;2,00;4,14;-0,40
2011;2;1,64;4,66;-1,23
2011;3;4,90;10,58;-0,59
2011;4;11,44;18,12;3,64
2011;5;13,18;20,17;5,07
2011;6;16,25;22,62;9,54
2011;7;16,24;21,45;10,99
2011;8;18,23;23,72;12,80
2011;9;15,33;21,34;9,41
2011;10;9,62;15,02;4,36
2011;11;4,43;9,11;0,48
2011;12;4,69;6,87;2,56
2012;1;2,77;5,16;0,37
2012;2;-1,84;1,60;-5,86
2012;3;7,64;12,75;2,40
2012;4;8,59;13,66;3,37
2012;5;14,22;19,90;7,47
2012;6;14,82;19,75;9,55
2012;7;16,93;22,71;11,21
2012;8;18,43;24,77;11,62
2012;9;13,68;19,27;7,97
2012;10;8,84;13,51;4,33
2012;11;5,65;8,21;2,71
2012;12;2,63;4,86;0,10
2013;1;0,56;2,46;-2,26
2013;2;0,10;2,00;-1,66
2013;3;-0,26;3,40;-4,01
2013;4;8,33;13,31;2,90
2013;5;11,66;16,24;6,47
2013;6;15,43;21,07;8,90
2013;7;18,60;26,07;10,85
2013;8;18,13;24,75;10,97
2013;9;13,68;18,00;9,22
2013;10;10,92;14,53;6,74
2013;11;4,66;7,40;1,73
2013;12;4,64;7,24;1,89
2014;1;2,77;5,10;0,08
2014;2;5,19;8,74;1,27
2014;3;6,97;13,45;1,15
2014;4;11,40;17,45;5,53
2014;5;12,71;17,80;7,23
2014;6;15,20;21,07;8,34
2014;7;19,12;25,10;13,17
2014;8;15,86;21,46;10,34
2014;9;14,96;19,76;10,17
2014;10;12,23;16,45;8,35
2014;11;7,15;9,63;4,52
2014;12;3,25;4,97;0,89
2015;1;2,78;4,88;0,19
2015;2;1,76;4,95;-1,37
2015;3;5,30;9,83;0,52
2015;4;8,40;14,77;1,39
2015;5;12,16;18,36;5,19
2015;6;15,35;21,12;8,22
2015;7;18,66;24,83;12,26
2015;8;19,63;26,48;12,79
2015;9;12,91;17,88;8,26
2015;10;8,57;12,41;4,68
2015;11;8,25;11,77;5,04
2015;12;7,47;10,28;3,98
2016;1;1,49;4,27;-1,78
2016;2;3,70;6,85;0,64
2016;3;4,42;8,07;0,80
2016;4;8,06;13,79;1,94
2016;5;13,75;19,29;7,18
2016;6;17,18;22,90;11,58
2016;7;18,64;24,67;12,13
2016;8;17,86;24,47;10,98
2016;9;17,23;23,73;11,00
2016;10;8,93;11,92;5,70
2016;11;4,16;7,20;0,79
2016;12;2,45;4,97;-0,20
2017;1;-1,75;1,20;-4,87
2017;2;3,33;6,34;0,04
2017;3;7,58;12,60;2,26
2017;4;7,34;12,69;1,26
2017;5;14,38;20,41;7,41
2017;6;17,26;23,46;10,58
2017;7;18,10;23,45;12,18
2017;8;17,60;23,44;11,52
2017;9;12,97;17,97;8,17
2017;10;11,71;15,49;8,13
2017;11;5,96;8,20;3,07
2017;12;3,78;5,89;1,26
2018;1;4,17;6,53;1,52
2018;2;-1,62;1,87;-5,60
2018;3;2,86;7,21;-1,69
2018;4;12,78;19,26;5,79
2018;5;16,10;22,97;8,75
2018;6;17,54;23,21;11,35
2018;7;20,27;28,07;11,06
2018;8;19,80;26,95;11,33
2018;9;14,52;21,66;7,54
2018;10;10,08;16,38;4,32
2018;11;5,55;8,90;2,00
2018;12;4,72;6,76;2,55
2019;1;1,18;3,64;-1,39
2019;2;4,51;9,99;0,09
2019;3;7,10;11,43;2,68
2019;4;9,32;15,35;2,10
2019;5;11,05;16,24;4,86
2019;6;19,00;25,65;11,37
2019;7;18,10;24,19;11,12
2019;8;19,14;26,12;12,04
2019;9;13,73;19,79;7,22
2019;10;11,56;15,45;7,94
2019;11;5,57;8,24;2,62
2019;12;4,29;6,91;1,28
2020;1;4,12;6,75;0,95
2020;2;5,95;8,73;2,62
2020;3;5,55;10,33;-0,06
2020;4;9,88;17,40;1,18
2020;5;11,05;17,57;2,65
2020;6;16,70;22,67;9,87
2020;7;17,29;23,33;10,51
2020;8;19,67;25,80;13,07
2020;9;13,80;21,45;6,31
2020;10;10,83;14,14;7,20
2020;11;6,52;10,26;2,41
2020;12;3,88;6,09;1,25
2021;1;1,38;3,30;-0,42
2021;2;0,97;5,98;-4,36
2021;3;5,17;10,57;0,01
2021;4;6,01;11,27;0,93
2021;5;11,33;16,04;6,47
2021;6;19,09;25,05;12,91
2021;7;17,95;23,46;12,35
2021;8;16,14;21,58;10,87
2021;9;14,89;20,74;9,36
2021;10;9,85;14,87;4,98
2021;11;5,53;7,83;2,78
2021;12;3,12;5,57;0,33
2022;1;3,71;5,61;1,70
2022;2;5,15;8,63;1,65
2022;3;4,84;11,64;-1,70
2022;4;7,95;13,13;2,39
2022;5;14,23;20,59;6,56
2022;6;17,74;25,00;9,13
2022;7;18,65;25,78;10,54
2022;8;19,93;27,78;10,86
2022;9;13,54;19,41;7,55
2022;10;12,56;17,92;6,85
2022;11;6,91;10,45;3,02
2022;12;1,66;4,46;-1,28
2023;1;4,25;6,43;1,76
2023;2;3,68;7,24;0,14
2023;3;6,01;10,05;1,98
2023;4;7,73;12,39;2,15
2023;5;12,37;18,61;4,96
2023;6;17,57;24,53;9,57
2023;7;18,12;24,49;11,11
2023;8;18,22;24,54;12,32
2023;9;17,09;24,46;10,11
2023;10;12,52;16,38;8,53
2023;11;6,08;8,52;3,09
2023;12;4,82;6,91;2,24
